raisedAmount,supporters,timestamp
6071364.0,5719,2023-10-25 23:34:04
5830822.0,5505,2023-10-20 09:40:05
6929427.0,6512,2023-11-04 17:46:05
6073296.0,5722,2023-10-26 01:15:04
6856137.0,6432,2023-11-03 16:56:21
8158259.0,7888,2023-11-10 18:21:05
6201081.0,5874,2023-10-28 04:06:04
6881221.0,6462,2023-11-04 02:04:04
7765876.0,7367,2023-11-09 13:59:14
5469379.0,5122,2023-10-11 08:48:04
8663922.0,8431,2023-11-11 11:16:05
6104318.0,5760,2023-10-26 17:34:05
7045943.0,6648,2023-11-06 09:00:04
6273925.0,5950,2023-10-28 22:23:04
6244374.0,5922,2023-10-28 14:25:05
5577586.0,5222,2023-10-12 20:39:04
6523010.0,6248,2023-10-31 16:32:06
6076048.0,5723,2023-10-26 03:34:04
6071364.0,5719,2023-10-25 23:58:04
6487011.0,6199,2023-10-30 13:31:04
5656805.0,5303,2023-10-14 18:35:03
5135626.0,5018,2023-10-09 22:45:03
7158250.0,6795,2023-11-06 21:56:05
6336962.0,6020,2023-10-29 14:24:05
6452242.0,6156,2023-10-29 23:00:04
5759702.0,5421,2023-10-17 21:01:03
6803863.0,6379,2023-11-02 23:14:05
8664539.0,8432,2023-11-11 17:04:05
6758832.0,6337,2023-11-02 13:11:05
6236853.0,5916,2023-10-28 13:26:05
8252746.0,8020,2023-11-10 20:27:04
7471565.0,7064,2023-11-08 07:33:05
6992858.0,6577,2023-11-05 13:34:04
6084897.0,5734,2023-10-26 10:34:04
7573074.0,7148,2023-11-08 14:17:07
6086425.0,5736,2023-10-26 11:14:06
5146057.0,5030,2023-10-10 07:37:04
5874746.0,5544,2023-10-21 00:52:03
5977457.0,5645,2023-10-24 18:33:04
6196224.0,5868,2023-10-27 22:51:04
7030981.0,6631,2023-11-05 23:10:04
7220461.0,6864,2023-11-07 12:14:05
7523086.0,7105,2023-11-08 11:04:06
6202013.0,5875,2023-10-28 05:46:04
6161679.0,5825,2023-10-27 17:38:05
7177454.0,6819,2023-11-07 01:07:05
5768362.0,5435,2023-10-18 10:32:04
8662846.0,8431,2023-11-11 03:39:05
5760070.0,5423,2023-10-17 21:51:04
5877709.0,5549,2023-10-21 10:56:04
6265810.0,5942,2023-10-28 19:55:04
5744815.0,5400,2023-10-17 13:14:05
5613258.0,5253,2023-10-13 15:19:03
6157046.0,5817,2023-10-27 16:14:05
6272783.0,5948,2023-10-28 21:23:05
5508938.0,5174,2023-10-11 21:55:04
7188294.0,6829,2023-11-07 08:09:05
5855557.0,5525,2023-10-20 14:52:05
5702997.0,5361,2023-10-16 15:16:04
7480770.0,7073,2023-11-08 08:37:05
3687262.0,3336,2023-10-07 18:03:04
5972705.0,5636,2023-10-24 15:01:04
5840601.0,5513,2023-10-20 12:30:04
8120533.0,7833,2023-11-10 16:37:05
6911829.0,6492,2023-11-04 13:57:05
7024070.0,6623,2023-11-05 21:47:05
6490749.0,6204,2023-10-30 16:37:05
8662846.0,8431,2023-11-11 08:28:04
6876889.0,6458,2023-11-04 00:08:05
5532968.0,5183,2023-10-12 10:36:04
7468084.0,7060,2023-11-08 06:48:05
6029500.0,5686,2023-10-25 17:58:05
6797653.0,6373,2023-11-02 21:57:04
6881968.0,6462,2023-11-04 04:52:05
7788372.0,7398,2023-11-09 15:45:08
5624306.0,5273,2023-10-13 22:36:04
6041777.0,5695,2023-10-25 19:20:04
6358992.0,6047,2023-10-29 16:52:04
6489169.0,6201,2023-10-30 15:19:07
6517679.0,6243,2023-10-31 12:14:04
6227550.0,5901,2023-10-28 12:02:04
7182250.0,6823,2023-11-07 04:35:05
5857607.0,5527,2023-10-20 16:01:04
5711421.0,5368,2023-10-16 18:29:03
6174206.0,5840,2023-10-27 20:35:05
6077049.0,5724,2023-10-26 05:55:04
7836524.0,7460,2023-11-09 18:48:05
6872045.0,6451,2023-11-03 21:42:04
6368686.0,6060,2023-10-29 17:42:04
6919145.0,6497,2023-11-04 15:47:04
6119387.0,5772,2023-10-26 20:41:04
6105912.0,5761,2023-10-26 17:46:05
6095236.0,5749,2023-10-26 14:49:04
7444864.0,7037,2023-11-08 00:13:04
7468084.0,7060,2023-11-08 06:46:05
5567901.0,5210,2023-10-12 17:55:03
7885313.0,7537,2023-11-09 22:22:05
6398894.0,6100,2023-10-29 20:19:04
7187401.0,6828,2023-11-07 07:57:04
6793326.0,6366,2023-11-02 20:39:04
5917526.0,5589,2023-10-22 23:11:04
7839122.0,7463,2023-11-09 18:58:06
5733989.0,5386,2023-10-16 23:41:04
5868247.0,5538,2023-10-20 21:14:04
7461093.0,7050,2023-11-08 02:55:04
6073296.0,5722,2023-10-26 02:04:04
6205069.0,5877,2023-10-28 07:04:05
5406049.0,5055,2023-10-10 14:49:04
6087555.0,5738,2023-10-26 11:41:05
6873870.0,6455,2023-11-03 22:40:04
7188294.0,6829,2023-11-07 08:08:04
5890451.0,5559,2023-10-21 19:02:03
5975452.0,5644,2023-10-24 17:58:04
8665086.0,8433,2023-11-11 15:31:05
6255751.0,5935,2023-10-28 18:10:04
6138364.0,5792,2023-10-27 11:08:05
6523010.0,6248,2023-10-31 16:36:05
5153860.0,5039,2023-10-10 11:13:04
5774133.0,5440,2023-10-18 11:49:05
7202510.0,6840,2023-11-07 09:57:05
6004703.0,5665,2023-10-25 14:47:06
5698804.0,5356,2023-10-16 13:17:03
6076048.0,5723,2023-10-26 02:56:05
6750743.0,6334,2023-11-02 11:50:06
6009570.0,5670,2023-10-25 15:20:05
6874416.0,6456,2023-11-03 22:49:04
6514514.0,6236,2023-10-31 10:08:08
5805938.0,5473,2023-10-19 11:34:05
6882242.0,6463,2023-11-04 06:28:05
8665086.0,8433,2023-11-11 15:02:05
7469746.0,7064,2023-11-08 07:12:05
6350156.0,6035,2023-10-29 15:38:04
5841187.0,5513,2023-10-20 12:47:04
5534990.0,5184,2023-10-12 11:11:03
5142398.0,5023,2023-10-10 01:09:03
5888393.0,5556,2023-10-21 18:37:04
5613258.0,5253,2023-10-13 15:14:04
6105502.0,5761,2023-10-26 17:40:04
6392748.0,6091,2023-10-29 19:48:04
6878146.0,6460,2023-11-04 00:22:05
6787777.0,6361,2023-11-02 18:57:05
6083020.0,5731,2023-10-26 09:52:05
5931250.0,5604,2023-10-23 14:51:04
5973253.0,5638,2023-10-24 15:28:04
6205069.0,5877,2023-10-28 07:42:04
6062659.0,5708,2023-10-25 21:20:04
5561971.0,5208,2023-10-12 16:53:03
5773540.0,5439,2023-10-18 11:32:04
5807670.0,5476,2023-10-19 13:21:04
7034550.0,6636,2023-11-06 00:39:05
5151378.0,5038,2023-10-10 10:20:05
6860746.0,6435,2023-11-03 17:48:06
6881221.0,6462,2023-11-04 02:24:05
7005007.0,6596,2023-11-05 16:14:04
5776780.0,5442,2023-10-18 12:35:04
7733845.0,7326,2023-11-09 10:39:06
8664539.0,8432,2023-11-11 17:45:05
5632474.0,5280,2023-10-14 11:18:04
7778517.0,7386,2023-11-09 15:00:06
6316713.0,5996,2023-10-29 12:20:04
6199719.0,5872,2023-10-28 01:42:04
5145969.0,5030,2023-10-10 07:06:04
6216709.0,5890,2023-10-28 10:04:04
5817219.0,5491,2023-10-19 20:32:04
5879104.0,5551,2023-10-21 12:31:04
6759598.0,6337,2023-11-02 13:19:04
5679068.0,5331,2023-10-15 21:22:04
6882469.0,6464,2023-11-04 07:14:05
5743174.0,5397,2023-10-17 11:51:04
6135358.0,5790,2023-10-27 10:10:04
7778517.0,7386,2023-11-09 15:01:06
6201081.0,5874,2023-10-28 04:20:04
5783415.0,5449,2023-10-18 16:59:05
7148991.0,6785,2023-11-06 21:08:05
5990262.0,5654,2023-10-25 09:44:05
6497635.0,6211,2023-10-30 18:58:04
5840006.0,5513,2023-10-20 11:50:05
6883683.0,6465,2023-11-04 07:30:05
7776694.0,7382,2023-11-09 14:48:06
8460540.0,8221,2023-11-10 22:37:06
6122485.0,5775,2023-10-26 22:08:04
8665086.0,8433,2023-11-11 16:43:05
6135447.0,5790,2023-10-27 10:25:05
7465683.0,7056,2023-11-08 05:44:05
6556427.0,6277,2023-11-01 11:54:06
7568403.0,7141,2023-11-08 13:53:05
6236853.0,5916,2023-10-28 13:24:04
6076337.0,5723,2023-10-26 03:48:05
8662846.0,8431,2023-11-11 09:52:06
7605108.0,7181,2023-11-08 16:53:08
5501845.0,5167,2023-10-11 18:54:05
6117993.0,5771,2023-10-26 20:03:05
5634479.0,5281,2023-10-14 11:58:04
3832240.0,3499,2023-10-07 22:14:04
5614125.0,5255,2023-10-13 15:55:04
7797153.0,7409,2023-11-09 16:30:06
5844960.0,5514,2023-10-20 13:36:03
6268493.0,5945,2023-10-28 20:23:05
6783056.0,6359,2023-11-02 17:16:05
5490576.0,5154,2023-10-11 16:43:04
5622957.0,5269,2023-10-13 21:06:04
8662846.0,8431,2023-11-11 08:19:05
5154149.0,5039,2023-10-10 11:29:03
8488160.0,8251,2023-11-10 22:53:06
6028838.0,5685,2023-10-25 17:46:18
5733504.0,5385,2023-10-16 23:23:03
7185430.0,6827,2023-11-07 07:38:05
5135367.0,5017,2023-10-09 22:30:03
7446962.0,7040,2023-11-08 00:28:06
5656805.0,5303,2023-10-14 18:29:04
6502489.0,6223,2023-10-30 21:22:05
7182318.0,6823,2023-11-07 05:54:05
5812247.0,5482,2023-10-19 15:48:05
6826705.0,6402,2023-11-03 11:12:05
7001895.0,6594,2023-11-05 15:41:04
6045160.0,5697,2023-10-25 19:51:04
7573382.0,7149,2023-11-08 14:22:06
5888146.0,5556,2023-10-21 16:34:03
5659569.0,5306,2023-10-14 19:26:04
5975452.0,5644,2023-10-24 18:05:04
5817708.0,5492,2023-10-19 21:24:04
3524582.0,3165,2023-10-07 14:25:04
6225726.0,5898,2023-10-28 11:27:05
5668858.0,5315,2023-10-15 12:09:03
5981242.0,5647,2023-10-24 20:25:04
7197733.0,6834,2023-11-07 09:13:04
7075584.0,6681,2023-11-06 13:18:05
6254369.0,5933,2023-10-28 17:20:04
6914866.0,6494,2023-11-04 14:52:05
5488571.0,5153,2023-10-11 15:48:04
7033928.0,6634,2023-11-06 00:00:05
6872660.0,6452,2023-11-03 22:10:04
5972705.0,5636,2023-10-24 15:22:04
5608930.0,5249,2023-10-13 14:04:04
6536459.0,6263,2023-10-31 22:08:05
8105853.0,7810,2023-11-10 15:51:06
8665309.0,8432,2023-11-11 02:30:04
6197061.0,5870,2023-10-27 23:06:04
8662846.0,8431,2023-11-11 06:50:05
6070711.0,5716,2023-10-25 23:06:04
6846513.0,6419,2023-11-03 14:39:07
7189897.0,6831,2023-11-07 08:38:05
5640282.0,5288,2023-10-14 14:29:04
6938537.0,6528,2023-11-04 18:36:05
5736568.0,5389,2023-10-17 01:05:03
8665086.0,8433,2023-11-11 16:16:05
6520557.0,6246,2023-10-31 13:00:05
6118403.0,5771,2023-10-26 20:15:04
5659569.0,5306,2023-10-14 19:22:05
5992953.0,5657,2023-10-25 10:39:04
5967365.0,5633,2023-10-24 13:53:04
7747689.0,7348,2023-11-09 12:28:04
6862679.0,6437,2023-11-03 18:17:05
7046180.0,6649,2023-11-06 09:05:04
7179132.0,6821,2023-11-07 01:57:04
6760635.0,6341,2023-11-02 13:32:04
5480794.0,5143,2023-10-11 13:21:03
5867311.0,5538,2023-10-20 20:58:04
7189897.0,6831,2023-11-07 08:37:05
5656805.0,5303,2023-10-14 18:44:04
7438982.0,7029,2023-11-07 23:49:06
5812247.0,5482,2023-10-19 15:09:04
7177454.0,6819,2023-11-07 01:12:05
5921596.0,5595,2023-10-23 09:53:05
6828358.0,6403,2023-11-03 11:30:06
8662846.0,8431,2023-11-11 09:33:05
6057343.0,5703,2023-10-25 20:53:05
6158258.0,5821,2023-10-27 16:55:04
5836647.0,5511,2023-10-20 11:16:05
5676410.0,5325,2023-10-15 19:32:04
6557773.0,6281,2023-11-01 12:20:04
6046163.0,5698,2023-10-25 19:58:04
4655480.0,4400,2023-10-08 20:00:04
5632306.0,5279,2023-10-14 10:40:03
7246819.0,6906,2023-11-07 16:05:05
3622377.0,3261,2023-10-07 16:32:03
5863478.0,5532,2023-10-20 17:47:05
5675196.0,5324,2023-10-15 18:49:04
5607716.0,5248,2023-10-13 13:24:03
6872213.0,6452,2023-11-03 22:03:04
5634479.0,5281,2023-10-14 12:07:03
6272783.0,5948,2023-10-28 21:25:04
7009485.0,6601,2023-11-05 17:13:05
4657230.0,4403,2023-10-08 20:02:04
6212776.0,5885,2023-10-28 09:02:04
5815153.0,5486,2023-10-19 18:27:05
3744298.0,3402,2023-10-07 19:20:04
6764680.0,6346,2023-11-02 14:11:04
6489443.0,6202,2023-10-30 16:14:04
6535807.0,6262,2023-10-31 21:56:04
7666145.0,7249,2023-11-08 22:04:06
7858666.0,7501,2023-11-09 20:55:05
7657227.0,7239,2023-11-08 21:21:05
7181927.0,6823,2023-11-07 02:21:04
6154101.0,5813,2023-10-27 15:27:07
7635824.0,7216,2023-11-08 19:25:06
6521681.0,6247,2023-10-31 14:45:04
3538394.0,3176,2023-10-07 14:45:03
6144117.0,5798,2023-10-27 12:36:05
7846660.0,7479,2023-11-09 19:39:05
6273925.0,5950,2023-10-28 22:28:05
6517405.0,6242,2023-10-31 11:39:05
5414382.0,5063,2023-10-10 16:29:04
6352728.0,6038,2023-10-29 16:01:04
6887607.0,6466,2023-11-04 09:11:04
7438982.0,7029,2023-11-07 23:46:06
8662846.0,8431,2023-11-11 05:38:05
7467551.0,7059,2023-11-08 06:35:05
5942262.0,5611,2023-10-23 18:21:03
5704700.0,5362,2023-10-16 16:35:04
6095658.0,5750,2023-10-26 15:19:05
7206517.0,6845,2023-11-07 10:11:04
6714558.0,6318,2023-11-01 22:00:05
5968477.0,5634,2023-10-24 14:05:04
5579063.0,5222,2023-10-12 20:50:04
6218793.0,5891,2023-10-28 10:13:04
6195173.0,5868,2023-10-27 22:18:04
6268493.0,5945,2023-10-28 20:29:04
7218146.0,6861,2023-11-07 11:33:05
5488571.0,5153,2023-10-11 15:23:04
5743174.0,5397,2023-10-17 11:49:04
7462857.0,7053,2023-11-08 03:49:04
5671427.0,5317,2023-10-15 13:20:04
5954752.0,5621,2023-10-24 09:26:04
6323242.0,6003,2023-10-29 13:00:04
6714558.0,6318,2023-11-01 22:37:05
8305738.0,8076,2023-11-10 21:09:06
6202013.0,5875,2023-10-28 06:18:04
6975842.0,6560,2023-11-05 10:54:04
5066113.0,4920,2023-10-09 09:11:06
7197812.0,6834,2023-11-07 09:16:04
8663922.0,8431,2023-11-11 12:31:05
8211683.0,7968,2023-11-10 19:52:05
5828924.0,5502,2023-10-20 09:21:34
5992953.0,5657,2023-10-25 11:19:04
6766764.0,6348,2023-11-02 14:36:04
5922006.0,5595,2023-10-23 10:30:04
5413651.0,5061,2023-10-10 16:12:04
5817050.0,5491,2023-10-19 20:27:05
5872888.0,5543,2023-10-21 00:16:04
6830344.0,6407,2023-11-03 11:50:05
8641001.0,8410,2023-11-10 23:56:04
5490850.0,5155,2023-10-11 17:05:04
5704700.0,5362,2023-10-16 17:02:04
5812247.0,5482,2023-10-19 15:41:05
7181927.0,6823,2023-11-07 02:15:04
6881221.0,6462,2023-11-04 03:18:05
5660045.0,5306,2023-10-14 21:32:04
5783415.0,5449,2023-10-18 16:39:04
7023233.0,6621,2023-11-05 21:41:04
6162507.0,5827,2023-10-27 18:00:05
6871767.0,6449,2023-11-03 21:15:05
6517679.0,6243,2023-10-31 12:04:04
7187754.0,6829,2023-11-07 08:00:04
6149154.0,5805,2023-10-27 13:49:05
5711068.0,5367,2023-10-16 18:00:05
5509546.0,5175,2023-10-11 22:38:03
7756867.0,7362,2023-11-09 13:17:05
6076337.0,5723,2023-10-26 05:18:04
5651746.0,5298,2023-10-14 17:18:04
7049101.0,6652,2023-11-06 09:17:04
7604518.0,7181,2023-11-08 16:51:05
5598985.0,5240,2023-10-13 11:06:03
6761201.0,6341,2023-11-02 13:37:05
6527085.0,6252,2023-10-31 18:07:05
5606048.0,5245,2023-10-13 12:50:04
6020343.0,5677,2023-10-25 16:21:04
7255725.0,6916,2023-11-07 17:11:05
5975020.0,5643,2023-10-24 17:25:04
7519573.0,7100,2023-11-08 10:57:06
5490576.0,5154,2023-10-11 16:53:04
5638705.0,5285,2023-10-14 13:05:04
6493716.0,6207,2023-10-30 16:58:04
8334811.0,8096,2023-11-10 21:24:06
5733504.0,5385,2023-10-16 23:28:04
5593886.0,5232,2023-10-13 09:44:04
7182318.0,6823,2023-11-07 05:50:04
5135626.0,5018,2023-10-09 22:32:04
5493157.0,5159,2023-10-11 17:53:04
6560601.0,6286,2023-11-01 13:28:06
5866630.0,5537,2023-10-20 19:34:04
6021962.0,5678,2023-10-25 17:04:04
5890530.0,5560,2023-10-21 19:30:03
6977953.0,6564,2023-11-05 11:21:05
5482421.0,5143,2023-10-11 12:46:03
7569471.0,7144,2023-11-08 14:06:05
6782279.0,6358,2023-11-02 17:07:05
5130203.0,5012,2023-10-09 21:40:04
6485614.0,6196,2023-10-30 12:04:04
7461093.0,7050,2023-11-08 02:48:04
5816565.0,5490,2023-10-19 19:51:04
6136359.0,5791,2023-10-27 10:58:04
5142936.0,5024,2023-10-10 01:25:03
5816080.0,5489,2023-10-19 19:36:04
4721268.0,4480,2023-10-08 20:54:04
6073706.0,5722,2023-10-26 02:08:04
7210797.0,6850,2023-11-07 10:42:05
6502004.0,6222,2023-10-30 21:12:05
7232575.0,6882,2023-11-07 13:58:05
5731739.0,5382,2023-10-16 22:30:04
5818952.0,5495,2023-10-19 23:04:03
8016329.0,7702,2023-11-10 12:18:05
6537778.0,6266,2023-10-31 22:57:04
5535906.0,5186,2023-10-12 11:42:03
5891748.0,5564,2023-10-21 22:02:04
7182250.0,6823,2023-11-07 03:52:05
7035629.0,6637,2023-11-06 00:58:04
6885040.0,6465,2023-11-04 07:44:04
3746957.0,3404,2023-10-07 19:21:03
8360286.0,8119,2023-11-10 21:41:06
5640282.0,5288,2023-10-14 14:26:04
7744598.0,7344,2023-11-09 11:55:05
6489169.0,6201,2023-10-30 15:23:06
6000087.0,5662,2023-10-25 12:38:05
6786056.0,6361,2023-11-02 18:21:06
7111735.0,6734,2023-11-06 17:31:05
5476115.0,5128,2023-10-11 09:44:04
7091582.0,6703,2023-11-06 15:30:05
5941221.0,5610,2023-10-23 17:40:04
5818467.0,5494,2023-10-19 21:40:04
7248266.0,6908,2023-11-07 16:20:05
5143924.0,5026,2023-10-10 04:12:03
6793600.0,6367,2023-11-02 20:47:05
5502619.0,5167,2023-10-11 19:30:05
5879104.0,5551,2023-10-21 13:23:04
6723034.0,6320,2023-11-01 23:12:05
6920258.0,6497,2023-11-04 16:02:05
7542843.0,7116,2023-11-08 11:53:05
6657268.0,6295,2023-11-01 16:10:06
5975020.0,5643,2023-10-24 17:15:04
6638950.0,6292,2023-11-01 15:19:05
5610615.0,5252,2023-10-13 14:56:04
6523010.0,6248,2023-10-31 16:09:05
6776091.0,6355,2023-11-02 16:31:05
5844550.0,5514,2023-10-20 13:28:04
6105912.0,5761,2023-10-26 17:44:04
5756134.0,5416,2023-10-17 19:05:04
6017768.0,5674,2023-10-25 16:05:04
5143924.0,5026,2023-10-10 04:34:04
5145968.0,5029,2023-10-10 07:55:03
6195658.0,5868,2023-10-27 22:20:04
5981321.0,5647,2023-10-24 20:37:03
5750726.0,5409,2023-10-17 15:21:04
5776780.0,5442,2023-10-18 12:57:05
6157046.0,5817,2023-10-27 16:16:05
8171456.0,7914,2023-11-10 19:00:04
5760360.0,5423,2023-10-17 22:13:04
6881968.0,6462,2023-11-04 05:04:05
7525410.0,7107,2023-11-08 11:06:06
6153038.0,5811,2023-10-27 15:00:06
5866383.0,5537,2023-10-20 19:31:03
8662846.0,8431,2023-11-11 09:21:05
6784866.0,6360,2023-11-02 17:48:04
5675196.0,5324,2023-10-15 17:40:03
7731057.0,7321,2023-11-09 10:26:06
5072500.0,4930,2023-10-09 10:25:05
5702997.0,5361,2023-10-16 14:33:04
5704381.0,5362,2023-10-16 15:38:04
5768362.0,5435,2023-10-18 10:25:04
8143529.0,7866,2023-11-10 17:38:05
6000087.0,5662,2023-10-25 12:36:04
6080520.0,5729,2023-10-26 08:15:04
7164564.0,6810,2023-11-06 23:11:04
7202441.0,6840,2023-11-07 09:49:06
5757261.0,5418,2023-10-17 20:28:04
5660364.0,5306,2023-10-14 21:33:03
7813421.0,7428,2023-11-09 17:40:04
7450892.0,7043,2023-11-08 00:47:05
6937742.0,6526,2023-11-04 18:25:05
5731420.0,5382,2023-10-16 22:03:04
7002624.0,6594,2023-11-05 16:07:04
7716983.0,7305,2023-11-09 09:23:05
6489169.0,6201,2023-10-30 15:06:06
6502558.0,6224,2023-10-30 21:36:05
6449482.0,6152,2023-10-29 22:32:04
6202013.0,5875,2023-10-28 06:03:04
5650243.0,5297,2023-10-14 16:56:03
6523010.0,6248,2023-10-31 16:11:06
5046627.0,4887,2023-10-09 00:22:03
7220461.0,6864,2023-11-07 12:15:05
8663922.0,8431,2023-11-11 12:45:05
6561086.0,6287,2023-11-01 13:58:05
5961739.0,5629,2023-10-24 13:05:04
6834397.0,6409,2023-11-03 12:14:05
7720072.0,7308,2023-11-09 09:41:06
5469379.0,5122,2023-10-11 08:46:03
8662846.0,8431,2023-11-11 08:49:04
5143924.0,5026,2023-10-10 04:39:03
5702268.0,5360,2023-10-16 14:15:04
7104261.0,6725,2023-11-06 17:01:05
5866719.0,5538,2023-10-20 19:40:03
7276335.0,6944,2023-11-07 20:02:06
5752292.0,5411,2023-10-17 16:18:05
6015885.0,5674,2023-10-25 15:49:09
5677853.0,5328,2023-10-15 20:45:04
6074043.0,5722,2023-10-26 02:33:04
5147141.0,5032,2023-10-10 08:39:04
5488252.0,5153,2023-10-11 15:06:04
5818952.0,5495,2023-10-19 22:11:04
6985692.0,6568,2023-11-05 12:11:05
5809360.0,5480,2023-10-19 14:29:05
6554460.0,6276,2023-11-01 11:44:04
8664539.0,8432,2023-11-11 18:31:05
5671427.0,5317,2023-10-15 13:57:04
5818952.0,5495,2023-10-19 22:32:04
7023507.0,6622,2023-11-05 21:42:05
5878751.0,5549,2023-10-21 12:04:03
7668361.0,7251,2023-11-08 22:20:05
6868058.0,6444,2023-11-03 19:47:04
6219841.0,5893,2023-10-28 10:45:05
7467198.0,7059,2023-11-08 06:25:05
6034126.0,5691,2023-10-25 18:43:04
5979931.0,5646,2023-10-24 19:26:04
6088056.0,5739,2023-10-26 12:09:04
7720391.0,7308,2023-11-09 09:48:05
5477076.0,5130,2023-10-11 10:12:03
5604664.0,5244,2023-10-13 11:53:03
5534990.0,5184,2023-10-12 11:17:04
5760360.0,5423,2023-10-17 22:31:04
6881968.0,6462,2023-11-04 06:00:04
7461367.0,7051,2023-11-08 03:03:05
5744815.0,5400,2023-10-17 13:27:04
6500483.0,6218,2023-10-30 20:20:04
6187009.0,5853,2023-10-27 21:17:05
6220825.0,5894,2023-10-28 11:10:04
6402034.0,6105,2023-10-29 20:30:05
7463608.0,7053,2023-11-08 04:13:05
5488571.0,5153,2023-10-11 15:10:05
6119387.0,5772,2023-10-26 20:43:04
5546379.0,5195,2023-10-12 14:06:04
5584289.0,5225,2023-10-12 22:45:04
5445798.0,5098,2023-10-10 22:17:04
7729014.0,7319,2023-11-09 10:14:05
6776170.0,6355,2023-11-02 16:46:04
6722576.0,6320,2023-11-01 23:02:04
6789702.0,6364,2023-11-02 20:00:04
6772066.0,6350,2023-11-02 15:30:04
5108944.0,4988,2023-10-09 17:08:05
6090085.0,5744,2023-10-26 13:21:04
5733989.0,5386,2023-10-17 00:14:04
5890849.0,5560,2023-10-21 20:10:04
6907955.0,6488,2023-11-04 12:59:05
5632306.0,5279,2023-10-14 10:44:04
6161679.0,5825,2023-10-27 17:53:05
5940744.0,5610,2023-10-23 17:19:06
5415902.0,5063,2023-10-10 17:01:05
6526356.0,6251,2023-10-31 17:43:05
5508938.0,5174,2023-10-11 22:18:03
8665086.0,8433,2023-11-11 13:50:05
